Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q01114	IL9R_MOUSE	reviewed	Interleukin-9 receptor (IL-9 receptor) (IL-9R) (CD antigen CD129)	Il9r	Mus musculus (Mouse)	468
Q8CBR1	ILDR1_MOUSE	reviewed	Immunoglobulin-like domain-containing receptor 1	Ildr1	Mus musculus (Mouse)	537
O55222	ILK_MOUSE	reviewed	Integrin-linked protein kinase (EC 2.7.11.1)	Ilk	Mus musculus (Mouse)	452
P14719	ILRL1_MOUSE	reviewed	Interleukin-1 receptor-like 1 (Lymphocyte antigen 84) (Protein ST2) (Protein T1)	Il1rl1 Ly84 St2 Ste2	Mus musculus (Mouse)	567
Q63ZW7	INADL_MOUSE	reviewed	InaD-like protein (Inadl protein) (Channel-interacting PDZ domain-containing protein) (Pals1-associated tight junction protein) (Protein associated to tight junctions)	Inadl Cipp Patj	Mus musculus (Mouse)	1834
Q91ZI8	IOD3_MOUSE	reviewed	Type III iodothyronine deiodinase (EC 1.97.1.11) (5DIII) (DIOIII) (Type 3 DI) (Type-III 5'-deiodinase)	Dio3	Mus musculus (Mouse)	278
Q3TNL8	IPRI_MOUSE	reviewed	Inositol 1,4,5-trisphosphate receptor-interacting protein	Itprip Kiaa1754	Mus musculus (Mouse)	555
Q9JKF1	IQGA1_MOUSE	reviewed	Ras GTPase-activating-like protein IQGAP1	Iqgap1	Mus musculus (Mouse)	1657
Q60766	IRGM1_MOUSE	reviewed	Immunity-related GTPase family M protein 1 (EC 3.6.5.-) (Interferon-inducible GTPase 3) (Interferon-inducible protein 1) (LPS-stimulated RAW 264.7 macrophage protein 47) (LRG-47)	Irgm1 Ifi1 Iigp3 Irgm	Mus musculus (Mouse)	409
O88335	IRK1_MOUSE	reviewed	ATP-sensitive inward rectifier potassium channel 1 (ATP-regulated potassium channel ROM-K) (Inward rectifier K(+) channel Kir1.1) (Potassium channel, inwardly rectifying subfamily J member 1)	Kcnj1	Mus musculus (Mouse)	372
P52189	IRK4_MOUSE	reviewed	Inward rectifier potassium channel 4 (Inward rectifier K(+) channel Kir2.3) (IRK-3) (Potassium channel, inwardly rectifying subfamily J member 4)	Kcnj4 Irk3	Mus musculus (Mouse)	445
P59823	IRPL1_MOUSE	reviewed	Interleukin-1 receptor accessory protein-like 1 (IL-1-RAPL-1) (IL-1RAPL-1) (IL1RAPL-1) (X-linked interleukin-1 receptor accessory protein-like 1)	Il1rapl1	Mus musculus (Mouse)	695
Q9Z0Y7	IRS4_MOUSE	reviewed	Insulin receptor substrate 4 (IRS-4) (Phosphoprotein of 160 kDa) (pp160)	Irs4	Mus musculus (Mouse)	1216
Q5RKR3	ISLR2_MOUSE	reviewed	Immunoglobulin superfamily containing leucine-rich repeat protein 2 (Leucine-rich repeat domain and immunoglobulin domain-containing axon extension protein)	Islr2 Kiaa1465 Linx	Mus musculus (Mouse)	745
P09055	ITB1_MOUSE	reviewed	Integrin beta-1 (Fibronectin receptor subunit beta) (VLA-4 subunit beta) (CD antigen CD29)	Itgb1	Mus musculus (Mouse)	798
Q3UV74	ITB2L_MOUSE	reviewed	Integrin beta-2-like protein (Protein pactolus)	Itgb2l	Mus musculus (Mouse)	738
Q8C863	ITCH_MOUSE	reviewed	E3 ubiquitin-protein ligase Itchy (EC 6.3.2.-)	Itch	Mus musculus (Mouse)	864
O88310	ITL1A_MOUSE	reviewed	Intelectin-1a (Galactofuranose-binding lectin) (Intestinal lactoferrin receptor)	Itln1 Intl Itln Itln1a Itlna	Mus musculus (Mouse)	313
Q80ZA0	ITL1B_MOUSE	reviewed	Intelectin-1b (Intelectin-2)	Itln1b Itln2 Itlnb	Mus musculus (Mouse)	313
O89051	ITM2B_MOUSE	reviewed	Integral membrane protein 2B (Immature BRI2) (imBRI2) (Protein E25B) (Transmembrane protein BRI) (Bri) [Cleaved into: BRI2, membrane form (Mature BRI2) (mBRI2); BRI2 intracellular domain (BRI2 ICD); BRI2C, soluble form; Bri23 peptide (Bri2-23) (ABri23) (C-terminal peptide) (P23 peptide)]	Itm2b	Mus musculus (Mouse)	266
Q91VK4	ITM2C_MOUSE	reviewed	Integral membrane protein 2C (Transmembrane protein BRI3) [Cleaved into: CT-BRI3]	Itm2c	Mus musculus (Mouse)	269
A6PWV3	IZUM3_MOUSE	reviewed	Izumo sperm-egg fusion protein 3	Izumo3	Mus musculus (Mouse)	263
O88792	JAM1_MOUSE	reviewed	Junctional adhesion molecule A (JAM-A) (Junctional adhesion molecule 1) (JAM-1) (CD antigen CD321)	F11r Jam1 Jcam Jcam1	Mus musculus (Mouse)	300
Q9JI59	JAM2_MOUSE	reviewed	Junctional adhesion molecule B (JAM-B) (Junctional adhesion molecule 2) (JAM-2) (Vascular endothelial junction-associated molecule) (VE-JAM) (CD antigen CD322)	Jam2 Vejam	Mus musculus (Mouse)	298
Q9D8B7	JAM3_MOUSE	reviewed	Junctional adhesion molecule C (JAM-C) (JAM-2) (Junctional adhesion molecule 3) (JAM-3)	Jam3	Mus musculus (Mouse)	310
Q80UL9	JAML1_MOUSE	reviewed	Junctional adhesion molecule-like (Dendritic cell-specific protein CREA7) (mCrea7)	Amica1 Gm638 Jaml	Mus musculus (Mouse)	379
Q9ET80	JPH1_MOUSE	reviewed	Junctophilin-1 (JP-1) (Junctophilin type 1)	Jph1 Jp1	Mus musculus (Mouse)	660
Q9ET78	JPH2_MOUSE	reviewed	Junctophilin-2 (JP-2) (Junctophilin type 2)	Jph2 Jp2	Mus musculus (Mouse)	696
Q9ET77	JPH3_MOUSE	reviewed	Junctophilin-3 (JP-3) (Junctophilin type 3)	Jph3 Jp3	Mus musculus (Mouse)	744
Q80WT0	JPH4_MOUSE	reviewed	Junctophilin-4 (JP-4) (Junctophilin-like 1 protein)	Jph4 Jphl1	Mus musculus (Mouse)	628
Q5SZV5	K0319_MOUSE	reviewed	Dyslexia-associated protein KIAA0319 homolog	Kiaa0319	Mus musculus (Mouse)	1081
P04104	K2C1_MOUSE	reviewed	Keratin, type II cytoskeletal 1 (67 kDa cytokeratin) (Cytokeratin-1) (CK-1) (Keratin-1) (K1) (Type-II keratin Kb1)	Krt1 Krt2-1	Mus musculus (Mouse)	637
P12367	KAP2_MOUSE	reviewed	cAMP-dependent protein kinase type II-alpha regulatory subunit	Prkar2a	Mus musculus (Mouse)	401
P31324	KAP3_MOUSE	reviewed	cAMP-dependent protein kinase type II-beta regulatory subunit	Prkar2b	Mus musculus (Mouse)	416
P05132	KAPCA_MOUSE	reviewed	cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11)	Prkaca Pkaca	Mus musculus (Mouse)	351
P68181	KAPCB_MOUSE	reviewed	cAMP-dependent protein kinase catalytic subunit beta (PKA C-beta) (EC 2.7.11.11)	Prkacb Pkacb	Mus musculus (Mouse)	351
Q9DC28	KC1D_MOUSE	reviewed	Casein kinase I isoform delta (CKI-delta) (CKId) (EC 2.7.11.1) (Tau-protein kinase CSNK1D) (EC 2.7.11.26)	Csnk1d Hckid	Mus musculus (Mouse)	415
Q91VB2	KCC1G_MOUSE	reviewed	Calcium/calmodulin-dependent protein kinase type 1G (EC 2.7.11.17) (CaM kinase I gamma) (CaM kinase IG) (CaM-KI gamma) (CaMKI gamma) (CaMKIG) (CaMK-like CREB kinase III) (CLICK III)	Camk1g	Mus musculus (Mouse)	477
P11798	KCC2A_MOUSE	reviewed	Calcium/calmodulin-dependent protein kinase type II subunit alpha (CaM kinase II subunit alpha) (CaMK-II subunit alpha) (EC 2.7.11.17)	Camk2a	Mus musculus (Mouse)	478
Q6PHZ2	KCC2D_MOUSE	reviewed	Calcium/calmodulin-dependent protein kinase type II subunit delta (CaM kinase II subunit delta) (CaMK-II subunit delta) (EC 2.7.11.17)	Camk2d Kiaa4163	Mus musculus (Mouse)	499
Q6WVG3	KCD12_MOUSE	reviewed	BTB/POZ domain-containing protein KCTD12 (Pfetin) (Predominantly fetal expressed T1 domain)	Kctd12 Pfet1	Mus musculus (Mouse)	327
Q5DTY9	KCD16_MOUSE	reviewed	BTB/POZ domain-containing protein KCTD16	Kctd16 Gm1267 Kiaa1317	Mus musculus (Mouse)	427
Q9JJ57	KCIP1_MOUSE	reviewed	Kv channel-interacting protein 1 (KChIP1) (A-type potassium channel modulatory protein 1) (Potassium channel-interacting protein 1)	Kcnip1 Kchip1	Mus musculus (Mouse)	227
Q9JJ69	KCIP2_MOUSE	reviewed	Kv channel-interacting protein 2 (KChIP2) (A-type potassium channel modulatory protein 2) (Potassium channel-interacting protein 2)	Kcnip2 Kchip2	Mus musculus (Mouse)	270
Q6PHZ8	KCIP4_MOUSE	reviewed	Kv channel-interacting protein 4 (KChIP4) (A-type potassium channel modulatory protein 4) (Calsenilin-like protein) (Potassium channel-interacting protein 4)	Kcnip4 Calp Kchip4	Mus musculus (Mouse)	250
Q9Z0V1	KCND3_MOUSE	reviewed	Potassium voltage-gated channel subfamily D member 3 (Voltage-gated potassium channel subunit Kv4.3)	Kcnd3	Mus musculus (Mouse)	655
P59053	KCNG3_MOUSE	reviewed	Potassium voltage-gated channel subfamily G member 3 (Voltage-gated potassium channel subunit Kv10.1) (Voltage-gated potassium channel subunit Kv6.3)	Kcng3	Mus musculus (Mouse)	433
Q80XM3	KCNG4_MOUSE	reviewed	Potassium voltage-gated channel subfamily G member 4 (Voltage-gated potassium channel subunit Kv6.4)	Kcng4	Mus musculus (Mouse)	506
Q60603	KCNH1_MOUSE	reviewed	Potassium voltage-gated channel subfamily H member 1 (Ether-a-go-go potassium channel 1) (EAG channel 1) (EAG1) (m-eag) (Voltage-gated potassium channel subunit Kv10.1)	Kcnh1 Eag	Mus musculus (Mouse)	989
Q6VV64	KCNKI_MOUSE	reviewed	Potassium channel subfamily K member 18 (Two-pore-domain potassium channel TRESK)	Kcnk18 Tresk-2 Tresk2	Mus musculus (Mouse)	394
P97414	KCNQ1_MOUSE	reviewed	Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1)	Kcnq1 Kcna9 Kvlqt1	Mus musculus (Mouse)	668
Q9JK97	KCNQ4_MOUSE	reviewed	Potassium voltage-gated channel subfamily KQT member 4 (KQT-like 4) (Potassium channel subunit alpha KvLQT4) (Voltage-gated potassium channel subunit Kv7.4)	Kcnq4	Mus musculus (Mouse)	696
O35173	KCNS1_MOUSE	reviewed	Potassium voltage-gated channel subfamily S member 1 (Delayed-rectifier K(+) channel alpha subunit 1) (Voltage-gated potassium channel subunit Kv9.1)	Kcns1	Mus musculus (Mouse)	497
O35174	KCNS2_MOUSE	reviewed	Potassium voltage-gated channel subfamily S member 2 (Delayed-rectifier K(+) channel alpha subunit 2) (Voltage-gated potassium channel subunit Kv9.2)	Kcns2	Mus musculus (Mouse)	477
Q8BQZ8	KCNS3_MOUSE	reviewed	Potassium voltage-gated channel subfamily S member 3 (Voltage-gated potassium channel subunit Kv9.3)	Kcns3	Mus musculus (Mouse)	491
Q6ZPR4	KCNT1_MOUSE	reviewed	Potassium channel subfamily T member 1	Kcnt1 Kiaa1422	Mus musculus (Mouse)	1224
Q8BZN2	KCNV1_MOUSE	reviewed	Potassium voltage-gated channel subfamily V member 1 (Voltage-gated potassium channel subunit Kv8.1)	Kcnv1	Mus musculus (Mouse)	503
Q8CFS6	KCNV2_MOUSE	reviewed	Potassium voltage-gated channel subfamily V member 2 (Voltage-gated potassium channel subunit Kv8.2)	Kcnv2	Mus musculus (Mouse)	562
Q8BJK1	KCTD7_MOUSE	reviewed	BTB/POZ domain-containing protein KCTD7	Kctd7	Mus musculus (Mouse)	289
Q50H33	KCTD8_MOUSE	reviewed	BTB/POZ domain-containing protein KCTD8	Kctd8	Mus musculus (Mouse)	476
Q9EQF2	KELL_MOUSE	reviewed	Kell blood group glycoprotein homolog (EC 3.4.24.-) (CD antigen CD238)	Kel	Mus musculus (Mouse)	713
Q61410	KGP2_MOUSE	reviewed	cGMP-dependent protein kinase 2 (cGK 2) (cGK2) (EC 2.7.11.12) (cGMP-dependent protein kinase II) (cGKII)	Prkg2 Prkgr2	Mus musculus (Mouse)	762
P83555	KI3L1_MOUSE	reviewed	Killer cell immunoglobulin-like receptor 3DL1 (CD antigen CD158e)	Kir3dl1	Mus musculus (Mouse)	432
Q5SXA9	KIBRA_MOUSE	reviewed	Protein KIBRA (Kidney and brain protein) (KIBRA) (WW domain-containing protein 1)	Wwc1 Kiaa0869	Mus musculus (Mouse)	1104
Q80W68	KIRR1_MOUSE	reviewed	Kin of IRRE-like protein 1 (Kin of irregular chiasm-like protein 1) (Nephrin-like protein 1)	Kirrel Kirrel1 Neph1	Mus musculus (Mouse)	789
Q7TSU7	KIRR2_MOUSE	reviewed	Kin of IRRE-like protein 2 (Kin of irregular chiasm-like protein 2)	Kirrel2 Neph3	Mus musculus (Mouse)	700
Q8BR86	KIRR3_MOUSE	reviewed	Kin of IRRE-like protein 3 (Kin of irregular chiasm-like protein 3) [Cleaved into: Processed kin of IRRE-like protein 3]	Kirrel3 Kiaa1867	Mus musculus (Mouse)	778
Q91V45	KISSR_MOUSE	reviewed	KiSS-1 receptor (KiSS-1R) (G-protein coupled receptor 54) (G-protein coupled receptor OT7T175) (mOT7T175) (Kisspeptins receptor) (Metastin receptor)	Kiss1r Gpr54	Mus musculus (Mouse)	396
P05532	KIT_MOUSE	reviewed	Mast/stem cell growth factor receptor Kit (SCFR) (EC 2.7.10.1) (Proto-oncogene c-Kit) (Tyrosine-protein kinase Kit) (CD antigen CD117)	Kit Sl	Mus musculus (Mouse)	979
Q6TDP3	KLH17_MOUSE	reviewed	Kelch-like protein 17 (Actinfilin)	Klhl17	Mus musculus (Mouse)	640
Q99N32	KLOTB_MOUSE	reviewed	Beta-klotho (BKL) (BetaKlotho) (Klotho beta-like protein)	Klb Betakl	Mus musculus (Mouse)	1043
O35082	KLOT_MOUSE	reviewed	Klotho (EC 3.2.1.31) [Cleaved into: Klotho peptide]	Kl	Mus musculus (Mouse)	1014
O88713	KLRG1_MOUSE	reviewed	Killer cell lectin-like receptor subfamily G member 1 (Mast cell function-associated antigen 2F1)	Klrg1 Mafa	Mus musculus (Mouse)	188
P18826	KPB1_MOUSE	reviewed	Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform (Phosphorylase kinase alpha M subunit)	Phka1	Mus musculus (Mouse)	1241
Q8BWJ3	KPB2_MOUSE	reviewed	Phosphorylase b kinase regulatory subunit alpha, liver isoform (Phosphorylase kinase alpha L subunit)	Phka2	Mus musculus (Mouse)	1235
Q7TSH2	KPBB_MOUSE	reviewed	Phosphorylase b kinase regulatory subunit beta (Phosphorylase kinase subunit beta)	Phkb	Mus musculus (Mouse)	1085
P20444	KPCA_MOUSE	reviewed	Protein kinase C alpha type (PKC-A) (PKC-alpha) (EC 2.7.11.13)	Prkca Pkca	Mus musculus (Mouse)	672
Q62101	KPCD1_MOUSE	reviewed	Serine/threonine-protein kinase D1 (EC 2.7.11.13) (Protein kinase C mu type) (Protein kinase D) (nPKC-D1) (nPKC-mu)	Prkd1 Pkcm Pkd Prkcm	Mus musculus (Mouse)	918
Q8BZ03	KPCD2_MOUSE	reviewed	Serine/threonine-protein kinase D2 (EC 2.7.11.13) (nPKC-D2)	Prkd2	Mus musculus (Mouse)	875
P16054	KPCE_MOUSE	reviewed	Protein kinase C epsilon type (EC 2.7.11.13) (nPKC-epsilon)	Prkce Pkce Pkcea	Mus musculus (Mouse)	737
P63318	KPCG_MOUSE	reviewed	Protein kinase C gamma type (PKC-gamma) (EC 2.7.11.13)	Prkcg Pkcc Pkcg Prkcc	Mus musculus (Mouse)	697
Q02111	KPCT_MOUSE	reviewed	Protein kinase C theta type (EC 2.7.11.13) (nPKC-theta)	Prkcq Pkcq	Mus musculus (Mouse)	707
Q91YA2	KPSH1_MOUSE	reviewed	Serine/threonine-protein kinase H1 (EC 2.7.11.1) (Protein serine kinase H1) (PSK-H1)	Pskh1	Mus musculus (Mouse)	424
Q6S5J6	KRIT1_MOUSE	reviewed	Krev interaction trapped protein 1 (Krev interaction trapped 1) (Cerebral cavernous malformations 1 protein homolog)	Krit1 Ccm1	Mus musculus (Mouse)	736
P48025	KSYK_MOUSE	reviewed	Tyrosine-protein kinase SYK (EC 2.7.10.2) (Spleen tyrosine kinase)	Syk ptk72 Sykb	Mus musculus (Mouse)	629
P11627	L1CAM_MOUSE	reviewed	Neural cell adhesion molecule L1 (N-CAM-L1) (NCAM-L1) (CD antigen CD171)	L1cam Caml1	Mus musculus (Mouse)	1260
Q8BG84	LAIR1_MOUSE	reviewed	Leukocyte-associated immunoglobulin-like receptor 1 (LAIR-1) (mLAIR1) (CD antigen CD305)	Lair1	Mus musculus (Mouse)	263
P11438	LAMP1_MOUSE	reviewed	Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (120 kDa lysosomal membrane glycoprotein) (CD107 antigen-like family member A) (LGP-120) (Lysosomal membrane glycoprotein A) (LGP-A) (P2B) (CD antigen CD107a)	Lamp1 Lamp-1	Mus musculus (Mouse)	406
P17047	LAMP2_MOUSE	reviewed	Lysosome-associated membrane glycoprotein 2 (LAMP-2) (Lysosome-associated membrane protein 2) (CD107 antigen-like family member B) (Lysosomal membrane glycoprotein type B) (LGP-B) (CD antigen CD107b)	Lamp2 Lamp-2	Mus musculus (Mouse)	415
Q9D387	LAMP5_MOUSE	reviewed	Lysosome-associated membrane glycoprotein 5 (Brain and dendritic cell-associated LAMP) (Brain-associated LAMP-like protein) (BAD-LAMP) (Lysosome-associated membrane protein 5) (LAMP-5)	Lamp5	Mus musculus (Mouse)	280
Q9JJK2	LANC2_MOUSE	reviewed	LanC-like protein 2 (Testis-specific adriamycin sensitivity protein)	Lancl2 Tasp	Mus musculus (Mouse)	450
Q60961	LAP4A_MOUSE	reviewed	Lysosomal-associated transmembrane protein 4A (Golgi 4-transmembrane-spanning transporter) (Mouse transporter protein) (MTP)	Laptm4a Mtrp	Mus musculus (Mouse)	233
Q9Z127	LAT1_MOUSE	reviewed	Large neutral amino acids transporter small subunit 1 (4F2 light chain) (4F2 LC) (4F2LC) (L-type amino acid transporter 1) (Solute carrier family 7 member 5)	Slc7a5 Lat1	Mus musculus (Mouse)	512
Q9QXW9	LAT2_MOUSE	reviewed	Large neutral amino acids transporter small subunit 2 (L-type amino acid transporter 2) (mLAT2) (Solute carrier family 7 member 8)	Slc7a8 Lat2	Mus musculus (Mouse)	531
O54957	LAT_MOUSE	reviewed	Linker for activation of T-cells family member 1 (36 kDa phospho-tyrosine adapter protein) (pp36) (p36-38)	Lat	Mus musculus (Mouse)	242
Q8BHB3	LAX1_MOUSE	reviewed	Lymphocyte transmembrane adapter 1 (Linker for activation of X cells) (Membrane-associated adapter protein LAX)	Lax1 Lax	Mus musculus (Mouse)	407
Q8K1G2	LBN_MOUSE	reviewed	Limbin	Evc2 Lbn	Mus musculus (Mouse)	1220
Q8C129	LCAP_MOUSE	reviewed	Leucyl-cystinyl aminopeptidase (Cystinyl aminopeptidase) (EC 3.4.11.3) (Oxytocinase) (OTase)	Lnpep	Mus musculus (Mouse)	1025
P06240	LCK_MOUSE	reviewed	Proto-oncogene tyrosine-protein kinase LCK (EC 2.7.10.2) (Leukocyte C-terminal Src kinase) (LSK) (Lymphocyte cell-specific protein-tyrosine kinase) (p56-LCK)	Lck Lsk-t	Mus musculus (Mouse)	509
P35951	LDLR_MOUSE	reviewed	Low-density lipoprotein receptor (LDL receptor)	Ldlr	Mus musculus (Mouse)	864
P48356	LEPR_MOUSE	reviewed	Leptin receptor (LEP-R) (B219) (OB receptor) (OB-R) (CD antigen CD295)	Lepr Db Obr	Mus musculus (Mouse)	1162
Q8K097	LFG2_MOUSE	reviewed	Protein lifeguard 2 (Fas apoptotic inhibitory molecule 2) (Neural membrane protein 35)	Faim2 Kiaa0950 Lfg Lfg2 Nmp35	Mus musculus (Mouse)	317
A2ARI4	LGR4_MOUSE	reviewed	Leucine-rich repeat-containing G-protein coupled receptor 4 (G-protein coupled receptor 48)	Lgr4 Gpr48	Mus musculus (Mouse)	951
Q9Z1P4	LGR5_MOUSE	reviewed	Leucine-rich repeat-containing G-protein coupled receptor 5 (G-protein coupled receptor 49) (Orphan G-protein coupled receptor FEX)	Lgr5 Fex Gpr49	Mus musculus (Mouse)	907
Q3UVD5	LGR6_MOUSE	reviewed	Leucine-rich repeat-containing G-protein coupled receptor 6	Lgr6	Mus musculus (Mouse)	967
P42703	LIFR_MOUSE	reviewed	Leukemia inhibitory factor receptor (LIF receptor) (LIF-R) (D-factor/LIF receptor) (CD antigen CD118)	Lifr	Mus musculus (Mouse)	1092
Q9D1T0	LIGO1_MOUSE	reviewed	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 (Leucine-rich repeat neuronal protein 1) (Leucine-rich repeat neuronal protein 6A)	Lingo1 Lern1 Lrrn6a	Mus musculus (Mouse)	614
Q9EQR5	LIME1_MOUSE	reviewed	Lck-interacting transmembrane adapter 1 (Lck-interacting molecule)	Lime1 Lime	Mus musculus (Mouse)	269
Q99JW4	LIMS1_MOUSE	reviewed	LIM and senescent cell antigen-like-containing domain protein 1 (Particularly interesting new Cys-His protein 1) (PINCH-1)	Lims1 Pinch1	Mus musculus (Mouse)	325
Q91XD2	LIMS2_MOUSE	reviewed	LIM and senescent cell antigen-like-containing domain protein 2 (Particularly interesting new Cys-His protein 2) (PINCH-2)	Lims2 Pinch2	Mus musculus (Mouse)	341
Q8JZS0	LIN7A_MOUSE	reviewed	Protein lin-7 homolog A (Lin-7A) (mLin-7) (Mammalian lin-seven protein 1) (MALS-1) (Vertebrate lin-7 homolog 1) (Veli-1)	Lin7a Mals1 Veli1	Mus musculus (Mouse)	233
O88951	LIN7B_MOUSE	reviewed	Protein lin-7 homolog B (Lin-7B) (Mammalian lin-seven protein 2) (MALS-2) (Vertebrate lin-7 homolog 2) (Veli-2)	Lin7b Mals2 Veli2	Mus musculus (Mouse)	207
O88952	LIN7C_MOUSE	reviewed	Protein lin-7 homolog C (Lin-7C) (mLin7C) (Mammalian lin-seven protein 3) (MALS-3) (Vertebrate lin-7 homolog 3) (Veli-3)	Lin7c Mals3 Veli3	Mus musculus (Mouse)	197
P11152	LIPL_MOUSE	reviewed	Lipoprotein lipase (LPL) (EC 3.1.1.34)	Lpl	Mus musculus (Mouse)	474
P54310	LIPS_MOUSE	reviewed	Hormone-sensitive lipase (HSL) (EC 3.1.1.79)	Lipe	Mus musculus (Mouse)	759
P97484	LIRB3_MOUSE	reviewed	Leukocyte immunoglobulin-like receptor subfamily B member 3 (LIR-3) (Leukocyte immunoglobulin-like receptor 3) (Cell-surface glycoprotein p91) (Paired immunoglobulin-like receptor B) (PIR-B)	Lilrb3 Pirb	Mus musculus (Mouse)	841
Q64281	LIRB4_MOUSE	reviewed	Leukocyte immunoglobulin-like receptor subfamily B member 4 (Mast cell surface glycoprotein Gp49B) (CD antigen CD85k)	Lilrb4 Gp49b	Mus musculus (Mouse)	335
Q9D1E5	LMBRL_MOUSE	reviewed	Protein LMBR1L (Uteroglobin receptor)	Lmbr1l D15Ertd735e Kiaa1174	Mus musculus (Mouse)	489
P61793	LPAR1_MOUSE	reviewed	Lysophosphatidic acid receptor 1 (LPA receptor 1) (LPA-1) (Lysophosphatidic acid receptor Edg-2) (Rec1.3) (VZG-1)	Lpar1 Edg2 Gpcr26 Lpa1 Vzg1	Mus musculus (Mouse)	364
Q9JL06	LPAR2_MOUSE	reviewed	Lysophosphatidic acid receptor 2 (LPA receptor 2) (LPA-2) (Lysophosphatidic acid receptor Edg-4)	Lpar2 Edg4 Lpa2	Mus musculus (Mouse)	348
Q9EQ31	LPAR3_MOUSE	reviewed	Lysophosphatidic acid receptor 3 (LPA receptor 3) (LPA-3) (Lysophosphatidic acid receptor Edg-7)	Lpar3 Edg7 Lpa3	Mus musculus (Mouse)	354
Q8BLG2	LPAR4_MOUSE	reviewed	Lysophosphatidic acid receptor 4 (LPA receptor 4) (LPA-4) (G-protein coupled receptor 23) (P2Y purinoceptor 9) (P2Y9) (Purinergic receptor 9)	Lpar4 Gpr23 Lpa4 P2y9	Mus musculus (Mouse)	370
Q149R9	LPAR5_MOUSE	reviewed	Lysophosphatidic acid receptor 5 (LPA receptor 5) (LPA-5) (G-protein coupled receptor 92)	Lpar5 Gm1072 Gpr92	Mus musculus (Mouse)	372
Q8BMC0	LPAR6_MOUSE	reviewed	Lysophosphatidic acid receptor 6 (LPA receptor 6) (LPA-6) (Oleoyl-L-alpha-lysophosphatidic acid receptor) (P2Y purinoceptor 5) (P2Y5) (Purinergic receptor 5)	Lpar6 P2ry5 P2y5	Mus musculus (Mouse)	344
Q9D7F2	LPD6B_MOUSE	reviewed	Ly6/PLAUR domain-containing protein 6B	Lypd6b	Mus musculus (Mouse)	191
Q80TR1	LPHN1_MOUSE	reviewed	Latrophilin-1 (Calcium-independent alpha-latrotoxin receptor 1) (CIRL-1) (Lectomedin-2)	Lphn1 Kiaa0821 Lec2	Mus musculus (Mouse)	1466
Q8JZZ7	LPHN2_MOUSE	reviewed	Latrophilin-2 (Calcium-independent alpha-latrotoxin receptor 2) (CIRL-2) (Fragment)	Lphn2 Kiaa0786	Mus musculus (Mouse)	891
Q80TS3	LPHN3_MOUSE	reviewed	Latrophilin-3 (Lectomedin-3)	Lphn3 Kiaa0768 Lec3	Mus musculus (Mouse)	1537
Q61469	LPP1_MOUSE	reviewed	Lipid phosphate phosphohydrolase 1 (EC 3.1.3.4) (35 kDa PAP) (mPAP) (Hydrogen peroxide-inducible protein 53) (Hic53) (PAP2-alpha) (Phosphatidate phosphohydrolase type 2a) (Phosphatidic acid phosphatase 2a) (PAP-2a) (PAP2a)	Ppap2a Hpic53 Lpp1	Mus musculus (Mouse)	283
Q99N69	LPXN_MOUSE	reviewed	Leupaxin	Lpxn	Mus musculus (Mouse)	386
A2AR95	LRAD3_MOUSE	reviewed	Low-density lipoprotein receptor class A domain-containing protein 3	Ldlrad3	Mus musculus (Mouse)	345
Q9ESE1	LRBA_MOUSE	reviewed	Lipopolysaccharide-responsive and beige-like anchor protein (Beige-like protein)	Lrba Bgl Lba	Mus musculus (Mouse)	2856
Q91W20	LRC26_MOUSE	reviewed	Leucine-rich repeat-containing protein 26 (BK channel auxilliary gamma subunit LRRC26)	Lrrc26	Mus musculus (Mouse)	331
A2VDH3	LRC38_MOUSE	reviewed	Leucine-rich repeat-containing protein 38 (BK channel auxilliary gamma subunit LRRC38)	Lrrc38	Mus musculus (Mouse)	298
P0C192	LRC4B_MOUSE	reviewed	Leucine-rich repeat-containing protein 4B (Netrin-G3 ligand) (NGL-3)	Lrrc4b Lrig4	Mus musculus (Mouse)	709
Q5M8M9	LRC52_MOUSE	reviewed	Leucine-rich repeat-containing protein 52 (BK channel auxilliary gamma subunit LRRC52)	Lrrc52	Mus musculus (Mouse)	314
Q3UY51	LRC55_MOUSE	reviewed	Leucine-rich repeat-containing protein 55 (BK channel auxilliary gamma subunit LRRC55)	Lrrc55 Gm351	Mus musculus (Mouse)	311
Q2WF71	LRFN1_MOUSE	reviewed	Leucine-rich repeat and fibronectin type III domain-containing protein 1 (Synaptic adhesion-like molecule 2) (Synaptic differentiation-enhancing molecule 1)	Lrfn1 Salm2 Semo1	Mus musculus (Mouse)	766
Q80TG9	LRFN2_MOUSE	reviewed	Leucine-rich repeat and fibronectin type-III domain-containing protein 2	Lrfn2 Kiaa1246 Salm1	Mus musculus (Mouse)	788
Q8BLY3	LRFN3_MOUSE	reviewed	Leucine-rich repeat and fibronectin type-III domain-containing protein 3 (Synaptic adhesion-like molecule 4)	Lrfn3 Salm4	Mus musculus (Mouse)	626
